UserID,age,gender,occupation,clusterNum
333,50,1,1,9
334,35,1,2,9
335,56,2,2,9
336,35,1,18,9
337,18,1,0,9
338,18,1,19,9
339,35,1,7,9
340,50,1,7,9
341,25,2,3,9
342,56,2,13,8
343,18,1,12,9
344,35,2,3,9
345,35,1,14,9
346,25,1,12,9
347,25,2,0,9
348,56,2,1,9
349,50,1,7,9
350,1,1,10,9
351,45,1,20,9
352,18,1,4,9
353,18,1,4,9
354,35,2,7,9
355,35,1,1,9
356,18,1,3,9
357,56,1,20,8
358,18,1,0,9
359,56,2,1,9
360,25,1,17,9
361,35,1,17,9
362,25,2,14,9
363,35,1,20,8
364,18,1,10,8
365,35,2,1,9
366,18,2,4,9
367,50,1,15,9
368,50,1,12,9
369,25,1,0,9
370,35,1,1,9
371,18,1,17,9
372,18,1,4,9
373,18,2,4,9
374,25,2,2,9
375,35,2,14,9
376,25,1,2,9
377,35,1,1,9
378,25,1,17,9
379,18,2,0,9
380,35,2,1,8
381,25,1,2,9
382,35,1,17,9
383,35,2,20,9
384,25,2,7,9
385,25,1,11,9
386,25,1,6,9
387,25,1,0,9
388,35,2,7,8
389,25,2,0,8
390,25,1,6,8
391,25,1,4,9
392,45,1,11,9
393,18,1,7,9
394,35,1,17,9
395,18,1,0,9
396,18,1,5,7
397,25,1,1,9
398,35,1,17,9
399,25,1,17,9
400,35,2,6,7
401,18,2,3,9
402,18,1,0,9
403,25,1,11,9
404,18,1,4,9
405,18,1,4,9
406,56,1,1,9
407,25,1,20,9
408,18,1,17,8
409,25,1,11,9
410,18,1,12,9
411,25,2,1,9
412,45,2,1,9
413,35,1,15,9
414,25,1,11,9
415,25,1,0,9
416,35,2,0,9
417,45,1,14,9
418,25,2,0,9
419,25,2,3,9
420,18,1,3,9
421,35,1,1,9
422,45,2,3,9
423,56,1,17,9
424,18,1,4,9
425,25,1,17,9
426,25,1,12,9
427,18,1,4,9
428,35,1,12,8
429,18,2,4,9
430,18,1,0,9
431,18,2,10,9
432,18,1,10,9
433,45,1,16,9
434,50,1,6,9
435,45,2,3,9
436,25,1,7,9
437,18,1,4,9
438,35,1,17,9
439,18,1,11,9
440,35,1,14,9
441,56,1,1,9
442,35,1,1,9
443,25,1,1,9
444,25,1,3,9
445,56,1,0,9
446,45,1,12,9
447,50,2,0,9
448,45,2,11,9
449,25,1,17,7
450,25,1,7,9
451,45,1,1,9
452,56,1,13,9
453,50,1,17,9
454,18,1,4,9
455,25,1,20,9
456,35,2,2,6
457,35,1,0,9
458,18,1,4,9
459,50,1,16,8
460,18,2,4,9
461,45,1,18,9
462,50,1,7,9
463,18,1,16,9
464,25,1,7,9
465,18,2,4,9
466,18,1,19,9
467,25,1,5,9
468,35,2,3,9
469,1,2,10,9
470,35,1,6,7
471,1,2,10,8
472,35,1,7,9
473,35,1,0,9
474,18,2,4,9
475,25,1,17,9
476,25,2,2,9
477,35,1,0,9
478,35,1,14,9
479,50,1,16,9
480,25,1,12,9
481,18,2,4,9
482,45,1,7,9
483,25,1,14,9
484,18,1,12,9
485,1,2,10,7
486,56,1,7,9
487,56,1,0,9
488,35,2,17,8
489,25,1,12,9
490,18,1,4,9
491,1,1,10,9
492,18,1,4,9
493,25,1,12,9
494,50,1,7,9
495,35,2,0,9
496,18,1,10,7
497,18,1,4,9
498,25,2,17,9
499,35,1,17,9
500,25,2,1,9
501,18,2,2,9
502,25,1,2,9
503,35,1,6,9
504,35,1,11,8
505,25,1,2,9
506,35,1,17,9
507,25,1,16,9
508,25,2,0,9
509,25,1,12,9
510,25,1,2,9
511,18,1,12,9
512,45,2,4,9
513,35,1,0,9
514,25,1,0,9
515,25,1,2,9
516,25,1,1,9
517,56,2,14,9
518,25,2,14,9
519,35,2,12,9
520,35,2,14,8
521,35,2,20,9
522,56,1,7,8
523,25,1,12,9
524,50,1,7,9
525,18,1,0,9
526,35,1,6,9
527,45,1,17,9
528,25,2,2,8
529,18,2,17,9
530,35,1,12,9
531,25,1,2,9
532,18,2,14,9
533,25,1,7,8
534,25,1,12,9
535,25,1,15,9
536,35,1,6,7
537,25,1,20,9
538,45,1,14,9
539,56,1,16,9
540,25,1,2,9
541,18,1,1,9
542,18,2,4,9
543,18,1,4,9
544,25,1,5,9
545,35,1,12,8
546,35,1,17,8
547,25,2,0,9
548,35,1,12,9
549,35,2,16,9
550,25,1,6,9
551,45,1,8,9
552,35,1,20,9
553,50,1,18,9
554,25,1,2,9
555,25,1,12,9
556,18,1,4,8
557,25,2,9,9
558,56,1,1,9
559,35,1,20,9
560,25,2,7,9
561,45,1,15,9
562,18,2,14,9
563,35,1,20,9
564,25,1,4,9
565,45,1,1,9
566,25,1,16,6
567,25,1,17,9
568,35,1,20,9
569,50,2,17,6
570,18,2,4,9
571,25,1,4,9
572,50,1,5,9
573,18,1,4,8
574,35,2,2,9
575,25,1,19,9
576,25,1,12,9
577,45,2,15,9
578,35,1,0,9
579,18,1,17,9
580,25,1,5,9
581,1,1,10,9
582,50,1,14,9
583,18,1,4,9
584,25,2,0,9
585,25,2,0,9
586,18,1,1,9
587,35,1,14,9
588,25,1,20,9
589,25,2,11,9
590,18,1,2,9
591,35,2,6,9
592,25,1,0,9
593,18,1,0,6
594,50,2,1,9
595,56,2,13,9
596,25,1,7,9
597,25,2,1,9
598,35,1,12,9
599,35,1,7,7
600,50,1,6,9
601,35,1,17,9
602,18,2,20,9
603,56,2,6,9
604,25,2,6,8
605,45,1,17,9
606,18,2,4,9
607,1,2,10,9
608,25,1,0,5
609,18,1,4,9
610,25,1,7,7
611,25,1,4,9
612,35,1,0,9
613,50,1,7,9
614,35,1,20,9
615,35,1,1,9
616,50,1,17,9
617,25,1,7,9
618,25,2,7,8
619,25,1,0,8
620,18,2,1,9
621,18,1,0,9
622,18,1,4,9
623,25,1,0,9
624,25,1,17,9
625,25,1,1,9
626,35,2,12,9
627,18,1,4,9
628,50,1,2,8
629,35,2,0,7
630,1,2,10,9
631,35,2,14,9
632,35,1,17,9
633,45,1,17,9
634,25,1,17,9
635,1,2,10,8
636,56,1,17,9
637,18,1,20,9
638,35,1,12,9
639,25,1,6,9
640,45,1,17,9
641,18,1,4,6
642,35,2,0,9
643,35,2,1,9
644,25,1,2,9
645,25,1,20,9
646,35,1,20,6
647,35,1,7,9
648,35,1,12,9
649,25,2,12,9
650,25,1,4,9
651,25,1,17,9
652,35,1,7,9
653,18,1,20,9
654,56,1,13,7
655,50,1,7,9
656,25,2,2,9
657,45,2,16,9
658,50,2,13,9
659,25,2,0,9
660,25,2,0,9
661,45,1,16,9
662,45,1,1,9
663,18,1,4,9
664,25,2,7,9
665,35,1,18,9
666,18,1,2,7
667,18,2,0,9
668,25,1,18,9
669,25,2,3,8
670,25,1,17,9
671,25,1,12,9
672,18,1,4,9
673,35,1,7,9
674,25,1,20,9
675,25,1,17,9
676,25,1,20,9
677,18,1,16,9
678,50,1,2,9
679,25,1,0,9
680,35,1,16,9
681,25,1,12,9
682,35,1,7,9
683,25,1,4,9
684,25,1,4,7
685,25,1,4,9
686,25,1,4,9
687,18,1,4,6
688,25,2,7,9
689,56,1,13,9
690,50,2,0,9
691,25,1,12,9
692,35,1,11,9
693,25,2,0,9
694,35,1,12,9
695,18,1,4,8
696,18,2,1,9
697,25,1,12,9
698,50,2,6,9
699,18,1,4,9
700,18,1,0,9
701,50,1,17,7
702,18,2,4,9
703,35,1,7,9
704,56,2,1,6
705,35,2,8,9
706,25,1,4,9
707,35,1,20,9
708,35,1,7,9
709,25,1,0,8
710,18,1,0,9
711,25,1,20,9
712,25,1,18,9
713,25,1,0,9
714,35,1,7,9
715,18,1,4,9
716,18,1,0,9
717,18,1,4,9
718,25,1,11,9
719,18,1,2,9
720,1,1,0,9
721,18,1,0,9
722,35,2,9,9
723,25,1,12,9
724,25,1,12,9
725,50,1,13,9
726,56,1,11,9
727,25,2,9,9
728,35,1,11,9
729,25,1,6,9
730,35,1,12,9
731,25,1,0,9
732,45,1,3,9
733,25,1,7,9
734,35,1,16,9
735,25,1,7,9
736,25,1,14,9
737,18,1,12,9
738,1,1,19,9
739,18,1,17,9
740,35,1,12,9
741,25,1,14,8
742,25,1,5,9
743,18,1,0,9
744,1,2,2,9
745,25,1,17,9
746,1,1,10,6
747,18,2,19,9
748,18,1,4,9
749,25,1,0,9
750,35,1,18,9
751,35,2,9,9
752,25,2,17,6
753,25,2,3,9
754,1,1,10,9
755,35,1,7,9
756,35,2,0,9
757,35,1,0,9
758,25,1,12,9
759,35,1,7,9
760,56,2,3,9
761,56,1,15,9
762,18,1,7,8
763,1,1,10,9
764,18,1,10,8
765,18,1,20,9
766,25,1,17,9
767,25,2,7,9
768,25,1,12,9
769,25,1,12,9
770,45,1,17,9
771,18,1,4,9
772,50,2,1,9
773,18,1,12,9
774,25,1,6,9
775,18,1,4,9
776,1,1,17,8
777,25,2,3,8
778,18,1,19,9
779,18,1,17,9
780,25,1,0,9
781,25,1,17,9
782,18,1,4,9
783,56,1,1,8
784,25,1,4,9
785,18,1,0,9
786,18,1,19,9
787,25,1,0,9
788,18,1,4,9
789,25,1,0,9
790,18,1,1,9
791,25,1,17,9
792,35,1,7,9
793,25,1,17,9
794,35,2,14,9
795,50,1,20,9
796,35,2,14,9
797,50,1,6,9
798,50,2,7,9
799,25,2,20,9
800,25,2,5,8
801,35,2,12,9
802,25,2,20,9
803,25,1,16,9
804,18,1,4,9
805,25,1,20,9
806,35,1,12,9
807,35,1,0,9
808,18,1,4,9
809,25,1,7,9
810,25,1,17,9
811,25,1,12,9
812,50,1,0,9
813,25,1,6,9
814,18,1,4,7
815,18,2,4,9
816,25,1,4,7
817,45,1,0,9
818,18,1,4,9
819,18,1,4,9
820,35,1,7,9
821,35,1,7,9
822,18,1,2,6
823,25,2,1,9
824,25,1,0,9
825,35,1,12,9
826,56,1,1,9
827,35,2,1,9
828,45,1,2,8
829,18,1,4,8
830,1,1,19,9
831,35,1,7,9
832,45,2,0,9
833,18,1,2,9
834,35,1,7,9
835,35,2,12,9
836,56,1,0,9
837,25,1,11,9
838,56,1,7,9
839,50,1,17,9
840,25,1,0,9
841,25,2,3,9
842,50,2,14,9
843,18,2,0,9
844,25,1,7,9
845,25,1,0,9
846,18,2,0,9
847,25,1,5,9
848,25,2,7,9
849,25,1,15,9
850,25,1,3,9
851,35,1,0,9
852,18,1,4,9
853,25,1,5,8
854,25,1,17,9
855,25,2,16,9
856,18,2,2,9
857,45,2,6,9
858,35,1,17,9
859,35,1,14,9
860,25,1,12,9
861,18,1,0,9
862,25,1,7,9
863,35,1,7,9
864,25,1,7,9
865,25,2,0,9
866,35,1,1,9
867,1,1,10,9
868,45,1,12,9
869,50,1,17,9
870,18,1,20,9
871,25,2,1,9
872,1,1,10,7
873,50,1,1,9
874,56,1,6,9
875,45,1,15,9
876,1,1,10,9
877,25,1,4,9
878,25,1,0,9
879,18,1,2,9
880,45,1,16,9
881,35,1,17,9
882,18,1,14,9
883,18,1,2,9
884,35,2,14,8
885,1,1,10,9
886,35,1,0,9
887,56,2,0,9
888,56,2,16,9
889,1,2,10,8
890,45,1,20,9
891,18,1,4,9
892,25,1,1,9
893,35,1,0,9
894,50,2,6,9
895,18,1,4,9
896,50,1,1,9
897,18,1,15,9
898,25,1,6,9
899,25,1,7,8
900,25,2,1,9
901,56,2,13,9
902,56,2,0,8
903,56,1,0,9
904,56,1,13,9
905,35,1,20,9
906,45,2,12,9
907,1,1,10,6
908,45,2,6,9
909,50,2,1,9
910,45,1,7,9
911,50,2,0,9
912,50,1,0,9
913,35,2,2,9
914,25,1,0,9
915,35,2,9,9
916,25,1,7,9
917,25,2,1,9
918,50,1,6,7
919,45,2,1,9
920,35,2,1,9
921,18,1,4,9
922,25,1,17,9
923,56,1,16,9
924,25,1,7,9
925,50,1,17,9
926,35,2,3,9
927,1,1,10,8
928,25,2,20,9
929,56,2,16,9
930,25,1,15,9
931,25,1,5,9
932,56,2,1,9
933,35,2,6,6
934,45,1,1,9
935,35,2,7,9
936,35,1,14,9
937,18,1,4,9
938,25,1,15,9
939,25,2,1,9
940,25,2,20,9
941,1,1,10,9
942,18,1,20,6
943,50,2,6,7
944,45,2,12,9
945,35,1,0,9
946,45,1,7,9
947,35,1,7,9
948,18,1,0,7
949,56,1,12,9
950,50,1,17,9
951,35,1,7,9
952,45,1,2,9
953,56,1,16,9
954,50,1,20,9
955,25,2,0,9
956,50,2,7,9
957,35,1,1,9
958,35,1,1,9
959,35,1,2,9
960,50,1,11,9
961,1,1,10,9
962,18,1,10,9
963,25,2,1,9
964,25,1,0,9
965,25,1,7,9
966,56,1,7,9
967,56,1,2,9
968,18,2,0,7
969,50,1,12,9
970,25,2,11,7
971,25,1,0,9
972,25,1,12,9
973,45,1,1,9
974,25,2,1,9
975,35,1,19,9
976,35,1,0,9
977,35,1,14,9
978,25,1,2,9
979,18,1,0,8
980,1,1,10,9
981,25,1,6,9
982,25,1,20,9
983,25,2,9,9
984,25,2,16,9
985,50,1,16,9
986,25,1,4,9
987,56,2,0,6
988,35,2,17,9
989,50,1,11,9
990,50,1,0,9
991,18,1,6,9
992,25,2,9,9
993,35,2,3,9
994,25,1,0,9
995,18,1,2,9
996,18,2,4,8
997,25,1,17,9
998,1,1,19,9
999,45,1,20,9
1000,25,1,15,9
1001,25,2,6,9
1002,25,1,4,9
1003,50,1,11,9
1004,25,1,2,9
1005,25,1,3,9
1006,35,1,11,9
1007,18,1,4,7
1008,50,1,12,9
1009,35,1,3,9
1010,50,1,7,9
1011,25,1,0,9
1012,25,1,8,9
1013,35,2,1,9
1014,56,1,13,6
1015,45,2,17,9
1016,35,1,3,9
1017,56,1,16,9
1018,35,1,0,9
1019,18,1,4,9
1020,35,1,1,9
1021,18,1,20,9
1022,35,1,0,9
1023,25,1,3,9
1024,56,1,13,9
1025,35,2,1,9
1026,25,1,16,4
1027,45,2,0,9
1028,18,1,4,9
1029,45,2,7,9
1030,25,1,0,9
1031,25,1,7,9
1032,35,1,16,9
1033,50,1,16,9
1034,25,1,5,9
1035,35,2,1,9
1036,18,1,2,9
1037,35,1,7,9
1038,45,1,7,7
1039,56,2,15,9
1040,35,2,1,7
1041,25,1,11,9
1042,45,1,2,9
1043,35,1,5,8
1044,50,2,11,9
1045,25,1,20,9
1046,1,2,10,6
1047,56,1,18,9
1048,18,1,0,9
1049,35,1,6,9
1050,45,1,14,9
1051,25,1,1,9
1052,25,2,0,9
1053,35,2,2,9
1054,35,1,0,9
1055,1,1,10,9
1056,35,1,0,9
1057,1,1,0,9
1058,45,1,17,9
1059,25,1,1,9
1060,25,2,0,9
1061,18,1,10,9
1062,45,1,0,9
1063,50,1,19,9
1064,35,1,7,9
1065,25,1,7,9
1066,25,2,0,8
1067,45,1,12,9
1068,35,1,12,9
1069,18,2,4,9
1070,25,1,20,9
1071,45,2,2,9
1072,50,1,16,9
1073,35,2,7,9
1074,25,2,6,9
1075,45,1,17,9
1076,25,2,6,8
1077,25,2,3,6
1078,25,1,3,9
1079,45,2,9,9
1080,25,1,7,9
1081,56,1,7,9
1082,18,1,4,6
1083,45,1,7,9
1084,56,1,0,9
1085,1,1,19,9
1086,25,1,7,9
1087,18,1,4,9
1088,25,1,16,9
1089,1,2,10,9
1090,35,1,6,9
1091,25,1,7,9
1092,18,1,5,9
1093,18,2,4,8
1094,50,1,14,9
1095,18,2,0,9
1096,56,2,6,9
1097,1,1,10,9
1098,18,1,17,9
1099,35,1,7,9
1100,25,1,17,9
1101,25,1,0,9
1102,35,1,1,9
1103,18,1,1,9
1104,45,2,7,9
1105,35,1,11,9
1106,35,1,6,9
1107,18,1,4,9
1108,50,2,1,9
1109,56,1,1,9
1110,18,1,10,9
1111,56,2,6,9
1112,50,2,16,9
1113,18,1,6,9
1114,18,1,4,9
1115,18,2,9,9
1116,25,2,1,9
1117,25,1,15,9
1118,18,1,14,9
1119,50,1,13,9
1120,35,1,1,9
1121,18,1,4,9
1122,56,1,7,9
1123,56,1,14,9
1124,50,1,0,8
1125,25,1,2,9
1126,18,2,4,9
1127,56,1,16,9
1128,25,1,0,9
1129,25,1,1,9
1130,35,1,17,9
1131,18,1,7,9
1132,56,1,13,9
1133,18,1,12,9
1134,18,1,2,9
1135,18,1,20,9
1136,50,1,13,9
1137,35,2,7,9
1138,18,1,4,9
1139,18,1,12,9
1140,25,1,1,9
1141,45,2,2,9
1142,25,2,3,9
1143,18,1,1,9
1144,50,1,7,9
1145,25,1,7,6
1146,50,1,3,9
1147,18,2,16,9
1148,25,1,20,9
1149,35,1,17,9
1150,25,1,12,9
1151,25,2,20,9
1152,25,1,15,9
1153,18,1,4,9
1154,18,1,10,9
1155,1,2,10,8
1156,25,1,12,9
1157,50,2,2,9
1158,45,1,7,9
1159,35,2,1,9
1160,18,1,0,9
1161,18,1,14,9
1162,25,1,0,9
1163,35,2,0,9
1164,1,1,10,9
1165,25,2,19,9
1166,25,1,12,9
1167,56,1,6,6
1168,50,2,1,9
1169,25,2,0,9
1170,25,1,20,9
1171,56,1,3,9
1172,45,1,12,8
1173,25,2,0,9
1174,25,2,7,9
1175,18,2,16,9
1176,25,2,2,8
1177,56,1,1,9
1178,25,2,17,9
1179,56,1,0,9
1180,50,1,1,9
1181,50,2,20,9
1182,35,1,7,9
1183,1,1,10,9
1184,35,1,19,9
1185,25,2,4,9
1186,35,2,1,9
1187,18,1,19,9
1188,1,2,0,8
1189,45,1,7,7
1190,25,1,0,8
1191,45,1,0,9
1192,35,2,0,9
1193,50,1,16,9
1194,25,1,12,9
1195,25,2,1,9
1196,1,2,10,9
1197,18,2,14,9
1198,35,1,1,9
1199,1,1,10,9
1200,50,1,13,9
1201,1,1,0,9
1202,18,1,4,9
1203,35,1,12,9
1204,25,2,1,9
1205,25,1,7,9
1206,56,2,0,9
1207,50,2,7,9
1208,50,1,0,9
1209,25,1,0,9
1210,35,1,7,9
1211,25,1,17,9
1212,18,1,4,9
1213,50,2,1,9
1214,50,1,0,9
1215,56,1,13,9
1216,35,1,17,9
1217,25,1,2,9
1218,25,1,12,8
1219,56,1,15,9
1220,25,1,7,9
1221,1,1,10,9
1222,18,1,0,9
1223,35,1,0,9
1224,25,1,2,9
1225,50,1,13,9
1226,45,1,7,9
1227,18,1,20,9
1228,50,1,1,9
1229,25,1,1,9
1230,25,2,4,9
1231,25,1,11,9
1232,25,1,12,9
1233,18,2,4,9
1234,45,2,20,9
1235,18,1,4,7
1236,25,2,7,9
1237,25,2,1,9
1238,18,1,4,9
1239,35,2,20,9
1240,25,2,20,9
1241,18,2,14,9
1242,1,1,10,9
1243,35,2,0,9
1244,35,1,15,9
1245,25,1,4,9
1246,25,1,17,9
1247,18,1,4,9
1248,35,1,0,7
1249,35,2,20,9
1250,35,1,2,9
1251,50,1,0,9
1252,25,1,7,7
1253,56,1,13,9
1254,35,2,20,9
1255,18,2,1,9
1256,25,1,17,9
1257,25,1,20,9
1258,18,2,14,6
1259,45,1,7,9
1260,35,1,7,8
1261,25,1,17,9
1262,18,1,4,9
1263,25,1,4,9
1264,1,1,10,9
1265,25,1,1,9
1266,18,2,20,9
1267,25,1,4,9
1268,25,1,15,9
1269,50,1,2,9
1270,56,2,13,9
1271,25,1,6,9
1272,45,2,6,9
1273,18,1,20,9
1274,35,1,2,9
1275,45,1,7,9
1276,50,1,17,9
1277,35,1,17,9
1278,18,2,0,9
1279,18,1,4,9
1280,35,1,1,9
1281,1,1,10,7
1282,25,1,19,9
1283,50,1,1,9
1284,18,2,1,9
1285,45,1,16,9
1286,35,1,4,9
1287,35,1,17,9
1288,50,2,7,9
1289,35,2,19,9
1290,45,1,6,9
1291,35,1,0,9
1292,35,2,0,9
1293,25,1,7,8
1294,25,1,5,9
1295,50,2,20,9
1296,35,2,6,9
1297,1,1,0,9
1298,25,1,7,9
1299,35,1,6,9
1300,25,1,14,9
1301,1,1,10,9
1302,25,2,2,9
1303,18,1,4,9
1304,25,1,19,9
1305,25,1,14,9
1306,45,1,20,9
1307,25,1,3,9
1308,56,1,13,7
1309,1,1,10,9
1310,25,1,14,9
1311,45,1,0,9
1312,18,1,10,9
1313,25,1,14,9
1314,18,1,4,6
1315,18,2,4,9
1316,35,1,7,9
1317,50,1,2,9
1318,45,1,7,9
1319,18,1,16,9
1320,25,2,3,7
1321,25,1,4,9
1322,25,2,14,9
1323,56,1,0,9
1324,35,2,2,9
1325,35,1,16,9
1326,25,1,1,9
1327,25,2,0,9
1328,1,1,10,9
1329,35,1,14,9
1330,18,1,14,9
1331,56,1,1,9
1332,45,1,0,9
1333,25,1,7,9
1334,25,1,17,9
1335,50,1,7,9
1336,35,1,0,9
1337,50,2,20,9
1338,56,1,17,8
1339,25,1,0,9
1340,35,1,18,9
1341,25,1,7,9
1342,18,1,7,9
1343,35,1,0,9
1344,35,1,14,9
1345,25,2,9,9
1346,25,2,2,9
1347,35,1,20,9
1348,18,2,1,9
1349,1,2,10,9
1350,50,1,7,9
1351,35,2,0,9
1352,25,2,17,8
1353,35,1,20,9
1354,1,1,10,9
1355,25,2,2,9
1356,45,2,20,9
1357,18,2,4,9
1358,45,1,0,9
1359,35,1,17,9
1360,35,1,1,9
1361,25,1,20,9
